population,city,country,latitude,longitude
5.35,Suzhou,China,33.6333,116.9683
5.32,Shantou,China,23.3735,116.6941
5.29,Weinan,China,34.4996,109.4684
5.28,Changzhou,China,31.8122,119.9692
5.27,Singapore,Singapore,1.3,103.8
5.24,Fuzhou,China,26.0769,119.2917
5.19,Pudong,China,31.2231,121.5397
5.16,Belo Horizonte,Brazil,-19.9281,-43.9419
5.14,Zhangzhou,China,24.5093,117.6612
5.13,Yuncheng,China,35.0304,110.998
5.1,Xianyang,China,34.35,108.7167
5.1,Suzhou,China,31.304,120.6164
5.09,Guilin,China,25.2667,110.2833
5.03,Taizhou,China,32.4831,119.9
4.98,Abidjan,Côte d'Ivoire,5.3364,-4.0267
4.98,Huaihua,China,27.5494,109.9592
4.96,Ji’an,China,27.1172,114.9793
4.92,Xiaoganzhan,China,30.9273,113.911
4.9,Jiujiang,China,29.7048,116.0021
4.9,Pingdingshan,China,33.735,113.2999
4.88,Sūrat,India,21.17,72.83
4.88,Guiyang,China,26.5794,106.7078
4.87,Alexandria,Egypt,31.2,29.9167
4.85,Bozhou,China,33.8626,115.7742
4.84,Sydney,Australia,-33.865,151.2094
4.83,Huizhou,China,23.1115,114.4152
4.8,Huai’an,China,33.5,119.1331
4.74,Barcelona,Spain,41.3825,2.1769
4.74,Chenzhou,China,25.7989,113.0267
4.72,Anqing,China,30.5,117.0333
4.72,Suqian,China,33.9331,118.2831
4.69,Boston,United States,42.3188,-71.0846
4.63,Jiangmen,China,22.5833,113.0833
4.61,Mianyang,China,31.4669,104.7385
4.58,Harbin,China,45.75,126.6333
4.56,Huanglongsi,China,34.7936,114.3403
4.53,Zibo,China,36.7831,118.0497
4.53,Melbourne,Australia,-37.8136,144.9631
4.48,Dalian,China,38.9,121.6
4.47,Hengshui,China,37.7348,115.686
4.47,Yibin,China,28.7596,104.64
4.46,Yangzhou,China,32.3912,119.4363
4.44,Timbío,Colombia,2.3528,-76.6819
4.43,Johannesburg,South Africa,-26.2044,28.0416
4.41,Yiyang,China,28.5833,112.3333
4.41,Guigang,China,23.0961,109.6092
4.39,Xinpu,China,34.5906,119.1801
4.38,Meizhou,China,24.2998,116.1191
4.37,Casablanca,Morocco,33.5992,-7.62
4.36,Langfang,China,39.5196,116.7006
4.35,Zhangjiakou,China,40.8108,114.8811
4.34,Chifeng,China,42.2663,118.9223
4.32,Linfen,China,36.0812,111.5087
4.31,Jiangguanchi,China,34.0244,113.8201
4.27,Kabul,Afghanistan,34.5328,69.1658
4.22,Phoenix,United States,33.5722,-112.0891
4.22,Luzhou,China,28.8918,105.4409
4.2,Taiyuan,China,37.8733,112.5425
4.15,Zhaoqing,China,23.05,112.4667
4.14,Xiaoxita,China,30.7083,111.2803
4.11,Xiamen,China,24.4797,118.0819
4.05,Fuzhou,China,27.9814,116.3577
4.04,Liuzhou,China,24.3264,109.4281
4.02,Zhuzhou,China,27.8407,113.1469
4.01,Amman,Jordan,31.95,35.9333
3.98,Jeddah,Saudi Arabia,21.5428,39.1728
3.94,Chuzhou,China,32.3062,118.3115
3.93,Loudi,China,27.7378,111.9974
3.88,Deyang,China,31.1289,104.395
3.87,Qingyuan,China,23.6842,113.0507
3.85,Kano,Nigeria,12.0,8.5167
3.84,Wuhu,China,31.334,118.3622
3.79,Seattle,United States,47.6211,-122.3244
3.76,Yokohama,Japan,35.4333,139.6333
3.75,Binzhou,China,37.3806,118.0125
3.74,Baojishi,China,34.3609,107.1751
3.73,Zaozhuang,China,34.8667,117.55
3.7,Neijiang,China,29.5872,105.0635
3.67,Baicheng,China,23.901,106.6194
3.66,Berlin,Germany,52.5167,13.3833
3.65,Anshan,China,41.1066,122.9895
3.62,Lanzhou,China,36.0617,103.8318
3.6,Puyang,China,35.7639,115.03
3.59,San Francisco,United States,37.7562,-122.443
3.59,Jiaozuo,China,35.229,113.2304
3.55,Hechi,China,24.6928,108.085
3.52,Montréal,Canada,45.5089,-73.5617
3.51,Detroit,United States,42.3834,-83.1024
3.47,Chengde,China,40.9739,117.9322
3.45,Busan,South Korea,35.1,129.0403
3.42,Algiers,Algeria,36.7764,3.0586
3.42,Hanzhong,China,33.0794,107.026
3.4,Shiyan,China,32.6351,110.7755
3.39,Siping,China,43.1715,124.3644
3.38,Lucknow,India,26.847,80.947
3.35,Yulinshi,China,38.2655,109.7388
3.33,Changzhi,China,36.1953,113.097
3.3,Qinzhou,China,21.95,108.6167
3.28,Bazhou,China,31.8576,106.7559
3.26,Qincheng,China,34.5809,105.7311
3.26,Zhongshan,China,22.5333,113.35
3.25,Suining,China,30.5098,105.5737
3.24,Leshan,China,29.5854,103.7575
3.22,San Diego,United States,32.8312,-117.1225
3.21,Guang’an,China,30.4673,106.6336
3.2,Faisalabad,Pakistan,31.418,73.079
3.17,Tongren,China,27.7233,109.1885
3.16,Bengbu,China,32.9354,117.3531
3.15,Santa Cruz,Bolivia,-17.7892,-63.1975
3.15,Qinhuangdao,China,39.9398,119.5881
3.14,Tongliao,China,43.6172,122.264
3.13,Jinzhou,China,41.1144,121.1292
3.11,Zhenjiang,China,32.2109,119.4551
3.11,Ürümqi,China,43.8225,87.6125
3.09,Heyuan,China,23.7503,114.6923
3.07,Jaipur,India,26.9167,75.8667
3.07,Xinzhou,China,38.4178,112.7233
3.06,Wuzhou,China,23.4833,111.3167
3.04,Addis Ababa,Ethiopia,9.0272,38.7369
3.04,Chaoyang,China,41.5757,120.4486
3.02,Brasília,Brazil,-15.7939,-47.8828
3.0,Mashhad,Iran,36.3069,59.6042
3.0,Shaoguan,China,24.8011,113.5927
2.99,Kuwait City,Kuwait,29.375,47.98
2.99,Shanwei,China,22.7664,115.3331
2.98,Minneapolis,United States,44.9635,-93.2678
2.96,Sanaa,Yemen,15.35,44.2
2.96,Kyiv,Ukraine,50.45,30.5236
2.96,Quezon City,Philippines,14.6333,121.0333
2.95,Meishan,China,30.0575,103.8381
2.93,Guatemala City,Guatemala,14.6099,-90.5252
2.91,Incheon,South Korea,37.4639,126.6486
2.91,Ningde,China,26.6617,119.5228
2.91,Tampa,United States,27.9942,-82.4451
2.9,Daqing,China,46.5979,125.008
2.9,Putian,China,25.4394,119.0103
2.89,Salvador,Brazil,-12.9708,-38.5108
2.89,Surabaya,Indonesia,-7.2458,112.7378
2.88,Bandung,Indonesia,-6.95,107.5667
2.88,Denver,United States,39.7621,-104.8759
2.87,Rome,Italy,41.8931,12.4828
2.87,La Paz,Bolivia,-16.4942,-68.1475
2.87,Hohhot,China,40.8151,111.6629
2.86,Xiangtan,China,27.8431,112.9228
2.86,Pyongyang,North Korea,39.03,125.73
2.8,Mudanjiang,China,44.5861,129.5997
2.8,Rizhao,China,35.4164,119.4331
2.8,Weihai,China,37.5,122.1
2.8,Taichung,Taiwan,24.15,120.6667
2.77,Kaohsiung,Taiwan,22.6167,120.3
2.72,Guayaquil,Ecuador,-2.19,-79.8875
2.72,Tieling,China,42.2841,123.8365
2.7,Cawnpore,India,26.4725,80.3311
2.7,Dingxi,China,35.5806,104.6263
2.69,Nanping,China,26.6448,118.1728
2.68,Taipei,Taiwan,25.0478,121.5319
2.68,Zigong,China,29.3498,104.7645
2.66,Chaozhou,China,23.67,116.63
2.65,Baotou,China,40.6562,109.8345
2.64,Longyan,China,25.0881,117.0244
2.63,Ankang,China,32.6877,109.0235
2.63,Baoshan,China,25.1211,99.169
2.62,Huludao,China,40.7094,120.8378
2.61,Gulou,China,26.0819,119.2981
2.61,Antananarivo,Madagascar,-18.9386,47.5214
2.59,Yanjiang,China,30.1256,104.6397
2.58,Sanming,China,26.2658,117.6302
2.58,Chattogram,Bangladesh,22.335,91.8325
2.58,Santo Domingo,Dominican Republic,18.4764,-69.8933
2.57,Longba,China,33.535,105.349
2.56,Brooklyn,United States,40.6501,-73.9496
2.56,Yangjiang,China,21.8556,111.9627
2.55,Jiamusi,China,46.8081,130.3653
2.55,Ibadan,Nigeria,7.3964,3.9167
2.54,Luohe,China,33.583,114.0109
2.54,Lincang,China,23.8864,100.0871
2.53,Yunfu,China,22.9242,112.0353
2.53,Medellín,Colombia,6.2447,-75.5748
2.53,Xuanzhou,China,30.9475,118.7518
2.5,Dubai,United Arab Emirates,25.2697,55.3094
2.5,Mirzāpur,India,25.15,82.58
2.5,Tashkent,Uzbekistan,41.3,69.2667
2.48,Guangyuan,China,32.4353,105.8398
2.47,Cali,Colombia,3.44,-76.5197
2.47,Huangshi,China,30.2018,115.0326
2.46,Daegu,South Korea,35.8667,128.6
2.45,Douala,Cameroon,4.05,9.7
2.45,Ouagadougou,Burkina Faso,12.3686,-1.5275
2.45,Fortaleza,Brazil,-3.7275,-38.5275
2.44,Yaoundé,Cameroon,3.8578,11.5181
2.44,Dandong,China,40.1167,124.3833
2.43,Lianshan,China,40.7523,120.828
2.43,Yingkou,China,40.6653,122.2297
2.41,Nāgpur,India,21.1539,79.0831
2.4,Jilin,China,43.8519,126.5481
2.4,Omdurman,Sudan,15.6167,32.48
2.39,Yuxi,China,24.3495,102.5432
2.38,Ghāziābād,India,28.6667,77.4167
2.38,Bekasi,Indonesia,-6.2333,107.0
2.36,Brisbane,Australia,-27.4678,153.0281
2.35,Anshun,China,26.2456,105.934
2.34,Shangzhou,China,33.868,109.9244
2.33,Depok,Indonesia,-6.394,106.8225
2.33,Huainan,China,32.4831,117.0164
2.32,Kuaidamao,China,41.7302,125.9471
2.29,Accra,Ghana,5.6037,-0.187
2.28,Jincheng,China,35.4906,112.8483
2.28,Fukuoka,Japan,33.6,130.4167
2.26,Vancouver,Canada,49.25,-123.1
2.24,Tangerang,Indonesia,-6.1783,106.6319
2.23,Sanmenxia,China,34.7736,111.195
2.23,Laibin,China,23.7333,109.2333
2.23,Queens,United States,40.7498,-73.7976
2.21,Qinbaling,China,35.7278,107.64
2.21,Xining,China,36.6239,101.7787
2.2,Ma’anshan,China,31.6858,118.5101
2.19,Yan’an,China,36.5952,109.4863
2.18,Baku,Azerbaijan,40.3667,49.8352
2.17,Gaoping,China,30.7824,106.1281
2.15,Harare,Zimbabwe,-17.8292,31.0522
2.14,Havana,Cuba,23.1367,-82.3589
2.13,Phnom Penh,Cambodia,11.5696,104.921
2.13,Ningbo,China,29.875,121.5492
2.12,Mogadishu,Somalia,2.0408,45.3425
2.12,Puning,China,23.2993,116.1586
2.11,Riverside,United States,33.9381,-117.3948
2.11,Baltimore,United States,39.3051,-76.6144
2.11,Qingyang,China,24.8141,118.5792
2.11,Huaibei,China,33.9562,116.789
2.11,Medan,Indonesia,3.6667,98.6667
2.1,Haiphong,Vietnam,20.8,106.6667
2.1,Las Vegas,United States,36.2333,-115.2654
2.1,Chongzuo,China,22.4167,107.3667
2.1,Rawalpindi,Pakistan,33.6007,73.0679
2.07,Vadodara,India,22.3,73.2
2.07,Hezhou,China,24.4164,111.5478
2.07,Pingliang,China,35.5412,106.6819
2.07,Portland,United States,45.5372,-122.65
2.07,Kumasi,Ghana,6.6833,-1.6167
2.05,San Antonio,United States,29.4658,-98.5253
2.04,Perth,Australia,-31.9522,115.8589
2.04,Vishākhapatnam,India,17.7333,83.3167
2.04,Shengli,China,37.45,118.4667
2.03,Gujranwala,Pakistan,32.15,74.1833
2.03,Baicheng,China,45.6148,122.832
2.02,Fushun,China,41.8708,123.8917
2.02,St. Louis,United States,38.6358,-90.2451
2.01,Minsk,Belarus,53.9022,27.5618
2.01,Bamako,Mali,12.6458,-7.9922
2.01,Quito,Ecuador,-0.22,-78.5125
1.99,Indore,India,22.7206,75.8472
1.99,Yinchuan,China,38.4795,106.2254
1.97,Kananga,Congo (Kinshasa),-5.8961,22.4167
1.97,Peshawar,Pakistan,34.0,71.5
1.96,Sapporo,Japan,43.0621,141.3544
1.96,Eşfahān,Iran,32.6447,51.6675
1.94,Caracas,Venezuela,10.5,-66.9333
1.93,Pingxiang,China,27.6333,113.85
1.92,Aleppo,Syria,36.2,37.15
1.92,Tijuana,Mexico,32.525,-117.0333
1.92,Almaty,Kazakhstan,43.25,76.9
1.91,Vienna,Austria,48.2083,16.3725
1.9,Blantyre,Malawi,-15.7861,35.0058
1.9,Sacramento,United States,38.5667,-121.4683
1.89,Zhuhai,China,22.2769,113.5678
1.89,Thāne,India,19.18,72.9633
1.88,Curitiba,Brazil,-25.4297,-49.2719
1.88,Tainan,Taiwan,22.9833,120.1833
1.88,Bucharest,Romania,44.4,26.0833
1.87,Multan,Pakistan,30.1978,71.4711
1.87,Xiping,China,40.082,113.2981
1.86,Ecatepec,Mexico,19.6097,-99.06
1.86,Jixi,China,45.2937,130.965
1.86,Saidu Sharif,Pakistan,34.75,72.3572
1.86,Liaoyang,China,41.2643,123.1772
1.85,Hamburg,Germany,53.55,10.0
1.83,Meru,Kenya,0.05,37.65
1.83,Brazzaville,Congo (Brazzaville),-4.2667,15.2833
1.82,Orlando,United States,28.4772,-81.3369
1.82,Fuxin,China,42.0127,121.6486
1.82,Wuwei,China,37.9278,102.6329
1.8,Manaus,Brazil,-3.1,-60.0167
1.8,Bhopāl,India,23.25,77.4167
1.8,San Jose,United States,37.3019,-121.8486
1.79,Lubumbashi,Congo (Kinshasa),-11.6697,27.4581
1.79,Warsaw,Poland,52.23,21.0111
1.78,Haikou,China,20.02,110.32
1.78,Davao,Philippines,7.0667,125.6
1.77,Shuyangzha,China,34.1299,118.7734
1.75,Damascus,Syria,33.5131,36.2919
1.74,Brussels,Belgium,50.8353,4.3314
1.74,Lusaka,Zambia,-15.4167,28.2833
1.73,Hyderabad City,Pakistan,25.3792,68.3683
1.72,Budapest,Hungary,47.4983,19.0408
1.71,Shuozhou,China,39.3408,112.4292
1.71,Cleveland,United States,41.4767,-81.6804
1.71,Benxi,China,41.292,123.761
1.71,Baiyin,China,36.5448,104.1766
1.7,Pittsburgh,United States,40.4396,-79.9762
1.69,Mosul,Iraq,36.3667,43.1167
1.69,Austin,United States,30.3004,-97.7522
1.68,Beihai,China,21.4667,109.1
1.68,Sanzhou,China,30.82,108.4
1.68,Mecca,Saudi Arabia,21.4225,39.8261
1.68,Patna,India,25.61,85.1414
1.67,Heihe,China,50.2458,127.4886
1.67,Jingdezhen,China,29.2942,117.2036
1.67,Conakry,Guinea,9.538,-13.6773
1.66,Caloocan City,Philippines,14.65,120.9667
1.66,Kampala,Uganda,0.3136,32.5811
1.66,Cincinnati,United States,39.1413,-84.5061
1.65,Recife,Brazil,-8.0539,-34.8808
1.65,Yushan,China,31.3867,120.9766
1.64,Kansas City,United States,39.1239,-94.5541
1.63,Bilāspur,India,22.15,82.0167
1.63,Zhongli,Taiwan,24.965,121.2168
1.63,Manhattan,United States,40.7834,-73.9662
1.62,Semarang,Indonesia,-6.9667,110.4167
1.62,Ludhiāna,India,30.9083,75.8486
1.6,Novosibirsk,Russia,55.0333,82.9167
1.6,Chengtangcun,China,35.0833,117.15
1.59,Indianapolis,United States,39.7771,-86.1458
1.59,Wenzhou,China,27.9991,120.6561
1.59,Karaj,Iran,35.8327,50.9915
1.59,Āgra,India,27.1724,78.0131
1.58,León de los Aldama,Mexico,21.1167,-101.6833
1.58,Puebla,Mexico,19.0333,-98.1833
1.58,Kalyān,India,19.2502,73.1602
1.57,Hebi,China,35.7497,114.2887
1.57,Shīrāz,Iran,29.61,52.5425
1.56,Jamshedpur,India,22.8,86.1833
1.56,Tabrīz,Iran,38.0833,46.2833
1.56,Columbus,United States,39.9862,-82.985
1.56,Mbuji-Mayi,Congo (Kinshasa),-6.1209,23.5967
1.56,Madurai,India,9.9197,78.1194
1.55,Maracaibo,Venezuela,10.6333,-71.6333
1.54,Kawasaki,Japan,35.5167,139.7
1.54,Palembang,Indonesia,-2.9833,104.7644
1.54,Zhangjiajie,China,29.1255,110.4844
1.53,Aba,Nigeria,5.1167,7.3667
1.51,Yucheng,China,29.9888,103.0007
1.51,Lianjiang,China,21.6146,110.2794
1.51,Ximeicun,China,24.9633,118.3811
1.51,Jianguang,China,28.1958,115.7833
1.51,Changshu,China,31.65,120.7333
1.51,Kōbe,Japan,34.6913,135.183
1.51,Charlotte,United States,35.208,-80.8304
1.5,Belém,Brazil,-1.4558,-48.5039
1.5,Guiping,China,23.4,110.0833
1.49,Leizhou,China,20.9147,110.0806
1.49,Gwangju,South Korea,35.1667,126.9167
1.49,Munich,Germany,48.1375,11.575
1.49,Nāsik,India,20.0,73.7833
1.48,Porto Alegre,Brazil,-30.0328,-51.23
1.48,Valencia,Venezuela,10.1667,-68.0
1.48,Onitsha,Nigeria,6.1667,6.7833
1.48,Abu Dhabi,United Arab Emirates,24.4511,54.3969
1.48,Virginia Beach,United States,36.7335,-76.0435
1.48,Daejeon,South Korea,36.351,127.385
1.48,Zapopan,Mexico,20.7167,-103.4
1.47,Yekaterinburg,Russia,56.8356,60.6128
1.47,Huazhou,China,32.6832,112.079
1.46,Shuangyashan,China,46.6388,131.1545
1.46,Pizhou,China,34.3422,118.0097
1.46,Kyōto,Japan,35.0117,135.7683
1.45,Kharkiv,Ukraine,50.0,36.2292
1.45,El Kelaa des Srarhna,Morocco,32.05,-7.4
1.43,Yangshe,China,31.8775,120.5512
1.43,Guyuan,China,36.008,106.2782
1.42,Bronx,United States,40.8501,-73.8662
1.42,Muscat,Oman,23.6139,58.5922
1.41,Gaozhou,China,21.9135,110.8481
1.4,Khulna,Bangladesh,22.8167,89.55
1.4,Chizhou,China,30.6583,117.4849
1.4,Ulaanbaatar,Mongolia,47.9214,106.9055
1.39,Farīdābād,India,28.4353,77.3147
1.39,Goiânia,Brazil,-16.6806,-49.2564
1.39,Fuqing,China,25.7232,119.3735
1.38,Belgrade,Serbia,44.8167,20.4667
1.38,Pingdu,China,36.7833,119.9556
1.37,Milwaukee,United States,43.0642,-87.9673
1.37,Yutan,China,28.3147,112.554
1.37,Milan,Italy,45.4669,9.19
1.37,Aurangābād,India,19.88,75.32
1.36,Huangshan,China,29.7132,118.3151
1.35,Auckland,New Zealand,-36.85,174.7833
1.34,Makassar,Indonesia,-5.1331,119.4136
1.34,Santiago,Dominican Republic,19.45,-70.7
1.34,Prague,Czechia,50.0833,14.4167
1.34,Rājkot,India,22.2969,70.7984
1.34,Liangshi,China,27.2578,111.7351
1.33,Al Başrah,Iraq,30.515,47.81
1.33,Córdoba,Argentina,-31.4167,-64.1833
1.32,Guarulhos,Brazil,-23.4667,-46.5333
1.32,Saitama,Japan,35.8617,139.6453
1.32,Juárez,Mexico,31.7386,-106.487
1.32,Montevideo,Uruguay,-34.8667,-56.1667
1.32,Xintai,China,35.91,117.78
1.31,Wusong,China,30.9333,117.7667
1.31,Meerut,India,28.99,77.7
1.3,Dayan,China,26.8808,100.2208
1.3,Rongcheng,China,26.2312,104.0966
1.3,Adelaide,Australia,-34.9275,138.6
1.3,Baishan,China,41.9377,126.4179
1.3,Yushu,China,44.8249,126.5451
1.3,Yangquan,China,37.8576,113.5762
1.3,Huazhou,China,21.654,110.6294
1.29,Haicheng,China,40.8523,122.7474
1.29,Jiangyin,China,31.9087,120.2653
1.28,Wuzhong,China,37.9874,106.1919
1.28,Cacuaco,Angola,-8.7833,13.3667
1.28,Sofia,Bulgaria,42.6979,23.3217
1.27,Barranquilla,Colombia,10.9639,-74.7964
1.27,Soweto,South Africa,-26.2678,27.8586
1.27,Jabalpur,India,23.1667,79.9333
1.27,Rucheng,China,32.3852,120.5634
1.26,Huaiyin,China,33.5819,119.028
1.26,Nizhniy Novgorod,Russia,56.3269,44.0075
1.25,Laiwu,China,36.1833,117.6667
1.25,Sharjah,United Arab Emirates,25.3575,55.3919
1.25,Jingling,China,30.6667,113.1667
1.25,Comayagüela,Honduras,14.0833,-87.2167
1.25,Shaoyang,China,32.9387,119.8404
1.25,Dhanbād,India,23.7928,86.435
1.24,Calgary,Canada,51.05,-114.0667
1.24,Cần Thơ,Vietnam,10.0333,105.7833
1.24,Abuja,Nigeria,9.0556,7.4914
1.24,Yongcheng,China,33.9317,116.4459
1.24,Kazan,Russia,55.7908,49.1144
1.23,Suwon,South Korea,37.2858,127.01
1.23,Mandalay,Myanmar,21.9831,96.0844
1.23,Beidao,China,34.602,105.918
1.22,Xiangshui,China,26.5964,104.8314
1.21,Dadukou,China,26.5849,101.7149
1.21,Vila Velha,Brazil,3.2167,-51.2167
1.2,Qom,Iran,34.64,50.8764
1.2,Hiroshima,Japan,34.4,132.45
1.2,Zhangye,China,38.9355,100.4553
1.2,Maiduguri,Nigeria,11.8333,13.15
1.2,Vārānasi,India,25.3189,83.0128
1.2,Providence,United States,41.823,-71.4187
1.2,Mombasa,Kenya,-4.05,39.6667
1.2,Chelyabinsk,Russia,55.15,61.4
1.19,Maputo,Mozambique,-25.9153,32.5764
1.19,Doha,Qatar,25.3,51.5333
1.19,Rosario,Argentina,-32.9575,-60.6394
1.19,Xinyu,China,27.795,114.9242
1.18,Yingtan,China,28.2333,117.0
1.18,Liaoyuan,China,42.8976,125.1381
1.18,Omsk,Russia,54.9667,73.3833
1.18,Srīnagar,India,34.0911,74.8061
1.18,Medina,Saudi Arabia,24.4667,39.6
1.18,Jacksonville,United States,30.3322,-81.6749
1.18,Ahvāz,Iran,31.3203,48.6692
